participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.share,participant.control_treatment,participant.private_treatment,participant.journal_treatment,participant.dofus,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.journal,session.config.participation_fee,session.config.full_random,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,instructions.1.player.confirm_one,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,science_study.1.player.id_in_group,science_study.1.player.role,science_study.1.player.payoff,science_study.1.player.share,science_study.1.player.check_share,science_study.1.group.id_in_subsession,science_study.1.subsession.round_number,epq.1.player.id_in_group,epq.1.player.role,epq.1.player.payoff,epq.1.player.reflect,epq.1.player.researcher_feedback,epq.1.player.continent,epq.1.player.gender,epq.1.player.age,epq.1.player.risk,epq.1.player.trustworthy,epq.1.player.trusting,epq.1.player.accounting_research,epq.1.player.job_title,epq.1.player.research_area,epq.1.player.research_method,epq.1.player.res_meth_replicates,epq.1.player.acc_replicates,epq.1.player.acc_sub_replicates,epq.1.player.progress,epq.1.player.est_other_post_online,epq.1.player.check_est_other_post_online,epq.1.player.est_you_post_online,epq.1.player.reason_one,epq.1.player.reason_two,epq.1.player.reason_three,epq.1.player.reason_four,epq.1.player.reason_five,epq.1.player.reason_six,epq.1.player.reason_seven,epq.1.player.reason_eight,epq.1.player.reason_nine,epq.1.player.reason_eleven,epq.1.player.reason_twelve,epq.1.player.reason_ten,epq.1.player.reason_ten_text,epq.1.player.likelihood_future_post,epq.1.player.heard_materials,epq.1.player.encourage_others,epq.1.player.acc_favor_public_post,epq.1.player.check_acc_favor_public_post,epq.1.player.heard_prereg,epq.1.player.have_prereg,epq.1.player.first_time_prereg,epq.1.player.trust_prereg,epq.1.player.editors_believe,epq.1.player.check_editors_believe,epq.1.group.id_in_subsession,epq.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.group.id_in_subsession,end.1.subsession.round_number
1105,ja4z5jg1,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1105,,0,0,1,1,1105,,0,,,1,1,1105,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1105,,0,1,1
1106,5l4zy9m6,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1106,,0,0,1,1,1106,,0,,,1,1,1106,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1106,,0,1,1
1107,sp6jccq9,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1107,,0,0,1,1,1107,,0,,,1,1,1107,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1107,,0,1,1
1108,4g7ata5w,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1108,,0,0,1,1,1108,,0,,,1,1,1108,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1108,,0,1,1
1109,26kpykpp,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1109,,0,0,1,1,1109,,0,,,1,1,1109,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1109,,0,1,1
1110,31vl039z,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1110,,0,0,1,1,1110,,0,,,1,1,1110,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1110,,0,1,1
1111,1gf5oapu,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1111,,0,0,1,1,1111,,0,,,1,1,1111,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1111,,0,1,1
1112,018a1e1w,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1112,,0,0,1,1,1112,,0,,,1,1,1112,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1112,,0,1,1
1113,e4skcd8z,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1113,,0,0,1,1,1113,,0,,,1,1,1113,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1113,,0,1,1
1114,lb0uxk4t,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1114,,0,0,1,1,1114,,0,,,1,1,1114,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1114,,0,1,1
1115,id3brleb,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1115,,0,0,1,1,1115,,0,,,1,1,1115,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1115,,0,1,1
1116,7a4oogev,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1116,,0,0,1,1,1116,,0,,,1,1,1116,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1116,,0,1,1
1117,976rydju,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1117,,0,0,1,1,1117,,0,,,1,1,1117,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1117,,0,1,1
1118,crnzifqa,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1118,,0,0,1,1,1118,,0,,,1,1,1118,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1118,,0,1,1
1119,qiuftit6,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1119,,0,0,1,1,1119,,0,,,1,1,1119,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1119,,0,1,1
1120,8ymj94nq,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1120,,0,0,1,1,1120,,0,,,1,1,1120,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1120,,0,1,1
1121,6m784fd3,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1121,,0,0,1,1,1121,,0,,,1,1,1121,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1121,,0,1,1
1122,9ru3yssn,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1122,,0,0,1,1,1122,,0,,,1,1,1122,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1122,,0,1,1
1123,eczlglpr,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1123,,0,0,1,1,1123,,0,,,1,1,1123,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1123,,0,1,1
1124,0oyakctl,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1124,,0,0,1,1,1124,,0,,,1,1,1124,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1124,,0,1,1
1125,tzzy9b61,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1125,,0,0,1,1,1125,,0,,,1,1,1125,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1125,,0,1,1
1126,mt46mtz3,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1126,,0,0,1,1,1126,,0,,,1,1,1126,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1126,,0,1,1
1127,pkivi9jr,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1127,,0,0,1,1,1127,,0,,,1,1,1127,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1127,,0,1,1
1128,qsi3mzz1,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1128,,0,0,1,1,1128,,0,,,1,1,1128,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1128,,0,1,1
1129,nrvf730m,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1129,,0,0,1,1,1129,,0,,,1,1,1129,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1129,,0,1,1
1130,4hkoznnc,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1130,,0,0,1,1,1130,,0,,,1,1,1130,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1130,,0,1,1
1131,qdn6hhis,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1131,,0,0,1,1,1131,,0,,,1,1,1131,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1131,,0,1,1
1132,e3fzx3b2,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1132,,0,0,1,1,1132,,0,,,1,1,1132,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1132,,0,1,1
1133,gx3l0coc,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1133,,0,0,1,1,1133,,0,,,1,1,1133,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1133,,0,1,1
1134,12tsqnyz,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1134,,0,0,1,1,1134,,0,,,1,1,1134,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1134,,0,1,1
1135,76sjdtt0,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1135,,0,0,1,1,1135,,0,,,1,1,1135,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1135,,0,1,1
1136,kkq7okqp,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1136,,0,0,1,1,1136,,0,,,1,1,1136,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1136,,0,1,1
1137,6onuqf8p,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1137,,0,0,1,1,1137,,0,,,1,1,1137,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1137,,0,1,1
1138,vdpk8aqs,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1138,,0,0,1,1,1138,,0,,,1,1,1138,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1138,,0,1,1
1139,2zxge1eb,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1139,,0,0,1,1,1139,,0,,,1,1,1139,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1139,,0,1,1
1140,vj4t3txk,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1140,,0,0,1,1,1140,,0,,,1,1,1140,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1140,,0,1,1
1141,lgh5md62,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1141,,0,0,1,1,1141,,0,,,1,1,1141,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1141,,0,1,1
1142,xx3gxty5,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1142,,0,0,1,1,1142,,0,,,1,1,1142,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1142,,0,1,1
1143,fep5r6s0,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1143,,0,0,1,1,1143,,0,,,1,1,1143,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1143,,0,1,1
1144,lp2paoo5,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1144,,0,0,1,1,1144,,0,,,1,1,1144,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1144,,0,1,1
1145,isoy0d8r,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1145,,0,0,1,1,1145,,0,,,1,1,1145,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1145,,0,1,1
1146,t75wcjui,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1146,,0,0,1,1,1146,,0,,,1,1,1146,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1146,,0,1,1
1147,lat3cjxr,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1147,,0,0,1,1,1147,,0,,,1,1,1147,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1147,,0,1,1
1148,ksmm0qm6,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1148,,0,0,1,1,1148,,0,,,1,1,1148,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1148,,0,1,1
1149,gwhbmas3,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1149,,0,0,1,1,1149,,0,,,1,1,1149,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1149,,0,1,1
1150,euzjr89l,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1150,,0,0,1,1,1150,,0,,,1,1,1150,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1150,,0,1,1
1151,9s77ucdf,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1151,,0,0,1,1,1151,,0,,,1,1,1151,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1151,,0,1,1
1152,ln6750vs,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1152,,0,0,1,1,1152,,0,,,1,1,1152,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1152,,0,1,1
1153,iiwn56et,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1153,,0,0,1,1,1153,,0,,,1,1,1153,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1153,,0,1,1
1154,9sqatxul,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1154,,0,0,1,1,1154,,0,,,1,1,1154,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1154,,0,1,1
1155,p6hhwbnt,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1155,,0,0,1,1,1155,,0,,,1,1,1155,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1155,,0,1,1
1156,663iwojg,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1156,,0,0,1,1,1156,,0,,,1,1,1156,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1156,,0,1,1
1157,879mjpfs,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1157,,0,0,1,1,1157,,0,,,1,1,1157,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1157,,0,1,1
1158,m3pvw0qa,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1158,,0,0,1,1,1158,,0,,,1,1,1158,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1158,,0,1,1
1159,613fvoj5,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1159,,0,0,1,1,1159,,0,,,1,1,1159,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1159,,0,1,1
1160,cq4hl5ay,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1160,,0,0,1,1,1160,,0,,,1,1,1160,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1160,,0,1,1
1161,zlqqu5xk,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1161,,0,0,1,1,1161,,0,,,1,1,1161,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1161,,0,1,1
1162,h0j66mha,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1162,,0,0,1,1,1162,,0,,,1,1,1162,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1162,,0,1,1
1163,6csg6v4v,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1163,,0,0,1,1,1163,,0,,,1,1,1163,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1163,,0,1,1
1164,xznniy7p,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1164,,0,0,1,1,1164,,0,,,1,1,1164,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1164,,0,1,1
1165,d3qefxae,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1165,,0,0,1,1,1165,,0,,,1,1,1165,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1165,,0,1,1
1166,spcpe6kw,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1166,,0,0,1,1,1166,,0,,,1,1,1166,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1166,,0,1,1
1167,0t2crb26,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1167,,0,0,1,1,1167,,0,,,1,1,1167,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1167,,0,1,1
1168,mkaqhq7y,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1168,,0,0,1,1,1168,,0,,,1,1,1168,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1168,,0,1,1
1169,1uta2mzn,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1169,,0,0,1,1,1169,,0,,,1,1,1169,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1169,,0,1,1
1170,lib7p6me,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1170,,0,0,1,1,1170,,0,,,1,1,1170,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1170,,0,1,1
1171,q9efqbp0,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1171,,0,0,1,1,1171,,0,,,1,1,1171,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1171,,0,1,1
1172,w5bxytlr,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1172,,0,0,1,1,1172,,0,,,1,1,1172,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1172,,0,1,1
1173,oth1aj23,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1173,,0,0,1,1,1173,,0,,,1,1,1173,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1173,,0,1,1
1174,lkdrlsdh,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1174,,0,0,1,1,1174,,0,,,1,1,1174,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1174,,0,1,1
1175,7914geu3,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1175,,0,0,1,1,1175,,0,,,1,1,1175,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1175,,0,1,1
1176,ekcjtj5k,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1176,,0,0,1,1,1176,,0,,,1,1,1176,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1176,,0,1,1
1177,b902rwi5,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1177,,0,0,1,1,1177,,0,,,1,1,1177,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1177,,0,1,1
1178,kbtdfuf2,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1178,,0,0,1,1,1178,,0,,,1,1,1178,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1178,,0,1,1
1179,25qis7wf,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1179,,0,0,1,1,1179,,0,,,1,1,1179,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1179,,0,1,1
1180,q6erhmsz,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1180,,0,0,1,1,1180,,0,,,1,1,1180,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1180,,0,1,1
