participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.share,participant.control_treatment,participant.private_treatment,participant.journal_treatment,participant.dofus,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.journal,session.config.participation_fee,session.config.full_random,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,instructions.1.player.confirm_one,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,science_study.1.player.id_in_group,science_study.1.player.role,science_study.1.player.payoff,science_study.1.player.share,science_study.1.player.check_share,science_study.1.group.id_in_subsession,science_study.1.subsession.round_number,epq.1.player.id_in_group,epq.1.player.role,epq.1.player.payoff,epq.1.player.reflect,epq.1.player.researcher_feedback,epq.1.player.continent,epq.1.player.gender,epq.1.player.age,epq.1.player.risk,epq.1.player.trustworthy,epq.1.player.trusting,epq.1.player.accounting_research,epq.1.player.job_title,epq.1.player.research_area,epq.1.player.research_method,epq.1.player.res_meth_replicates,epq.1.player.acc_replicates,epq.1.player.acc_sub_replicates,epq.1.player.progress,epq.1.player.est_other_post_online,epq.1.player.check_est_other_post_online,epq.1.player.est_you_post_online,epq.1.player.reason_one,epq.1.player.reason_two,epq.1.player.reason_three,epq.1.player.reason_four,epq.1.player.reason_five,epq.1.player.reason_six,epq.1.player.reason_seven,epq.1.player.reason_eight,epq.1.player.reason_nine,epq.1.player.reason_eleven,epq.1.player.reason_twelve,epq.1.player.reason_ten,epq.1.player.reason_ten_text,epq.1.player.likelihood_future_post,epq.1.player.heard_materials,epq.1.player.encourage_others,epq.1.player.acc_favor_public_post,epq.1.player.check_acc_favor_public_post,epq.1.player.heard_prereg,epq.1.player.have_prereg,epq.1.player.first_time_prereg,epq.1.player.trust_prereg,epq.1.player.editors_believe,epq.1.player.check_editors_believe,epq.1.group.id_in_subsession,epq.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.group.id_in_subsession,end.1.subsession.round_number
375,gbvsxihw,un6i8k,0,9,10,epq,Thank,26:01.0,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,375,,0,1,1,1,375,,0,100,1,1,1,375,,0,I would appreciate having others build on my research,,5,1,3,5,9,5,1,3,2,2,3,3,3,4,10,0,4,1,0,1,0,0,1,0,0,0,0,0,0,,2,4,3,50,0,2,1,,3,80,0,1,1,375,,0,1,1
376,9nbziqq4,8x16es,0,9,10,epq,Thank,51:13.8,1,,,0,81,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,376,,0,1,1,1,376,,0,81,1,1,1,376,,0,If the data is not being used for further research projects then I would share it.,,1,1,3,7,9,9,1,3,3,5,4,3,4,3,20,0,3,1,0,0,0,1,0,0,0,0,0,0,0,,2,3,2,50,0,4,1,,3,25,0,1,1,376,,0,1,1
377,huva6nx9,mcatwz,0,1,10,instructions,Welcome,37:25.6,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,377,,0,0,1,1,377,,0,,,1,1,377,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,377,,0,1,1
378,rq3klx3r,a2dbg5,0,9,10,epq,Thank,12:53.1,1,,,0,80,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,378,,0,1,1,1,378,,0,80,1,1,1,378,,0,"I do not mind any professional researcher veryfy my study, if I do not plan to write another paper based on collected data in the nearest future.",,4,1,4,5,9,6,1,3,1,4,1,2,1,3,30,0,1,0,0,0,0,0,0,0,0,0,0,1,1,I do not perceive any reason why I should do it. ,1,3,1,10,0,1,1,,4,15,0,1,1,378,,0,1,1
379,mnf0x3dc,cdk99p,0,4,10,epq,Checks,20:16.7,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,379,,0,1,1,1,379,,0,100,1,1,1,379,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,379,,0,1,1
380,ssjbwdpa,962kug,0,9,10,epq,Thank,47:49.0,1,,,0,80,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,380,,0,1,1,1,380,,0,80,1,1,1,380,,0,"I am quite happy to share materials and code. The sharing of data is dependent on whether there are any other restrictions prohibiting the sharing of data. If there are no restrictions, I may share the data if I believe the other researcher's ideas do not compete with my own ideas for using the data for future projects.",,2,1,4,4,9,7,1,3,2,2,2,2,2,4,50,0,3,1,0,1,0,0,1,0,0,0,0,0,0,,2,4,3,60,0,2,1,,4,75,0,1,1,380,,0,1,1
381,ph1lyaj5,reoc5v,0,1,10,instructions,Welcome,40:11.8,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,381,,0,0,1,1,381,,0,,,1,1,381,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,381,,0,1,1
382,hjokcc7h,wgnuy1,0,1,10,instructions,Welcome,40:21.9,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,382,,0,0,1,1,382,,0,,,1,1,382,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,382,,0,1,1
383,yhkcs5ll,dmgpp7,0,1,10,instructions,Welcome,40:27.6,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,383,,0,0,1,1,383,,0,,,1,1,383,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,383,,0,1,1
384,i9lerlwg,6xussw,0,9,10,epq,Thank,49:14.9,1,,,0,0,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,384,,0,1,1,1,384,,0,0,1,1,1,384,,0,the material is my intellectual property,,1,1,3,4,10,5,1,3,6,4,3,2,2,5,24,0,4,1,1,0,1,0,1,0,0,0,0,0,0,,2,1,3,34,0,3,1,,1,80,0,1,1,384,,0,1,1
385,gpa9zfvw,zucsgz,0,9,10,epq,Thank,51:53.8,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,385,,0,1,1,1,385,,0,100,1,1,1,385,,0,Would do so if data is not proprietary. Result can verified anyway,,4,1,5,2,5,8,1,3,3,1,5,4,4,4,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,15,0,2,1,,3,70,0,1,1,385,,0,1,1
386,lq0e2eue,y0noui,0,9,10,epq,Thank,57:25.8,1,,,0,85,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,386,,0,1,1,1,386,,0,85,1,1,1,386,,0,depends on type of data (proprietary data cant be shared),,4,2,3,8,10,7,1,3,3,2,4,3,3,5,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,5,3,58,0,4,1,,5,28,0,1,1,386,,0,1,1
387,8om9nl5a,9to78m,0,1,10,instructions,Welcome,05:53.7,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,387,,0,0,1,1,387,,0,,,1,1,387,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,387,,0,1,1
388,brvz3wb5,2a06rb,0,3,10,science_study,Decision,08:27.1,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,388,,0,1,1,1,388,,0,,,1,1,388,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,388,,0,1,1
389,unfe7geb,sqxn5d,0,1,10,instructions,Welcome,09:36.1,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,389,,0,0,1,1,389,,0,,,1,1,389,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,389,,0,1,1
390,zju23q7n,tzwkre,0,1,10,instructions,Welcome,37:29.6,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,390,,0,0,1,1,390,,0,,,1,1,390,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,390,,0,1,1
391,grqwdzli,1ik916,0,9,10,epq,Thank,55:42.8,1,,,0,80,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,391,,0,1,1,1,391,,0,80,1,1,1,391,,0,I would have to understand the academic purpose of the request and the quality of the prospected research,,4,1,4,7,10,6,1,3,6,1,2,2,2,4,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,20,0,3,1,,3,50,0,1,1,391,,0,1,1
392,v8wx3xgc,xnamma,0,4,10,epq,Checks,06:17.1,1,,,0,70,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,392,,0,1,1,1,392,,0,70,1,1,1,392,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,392,,0,1,1
393,qn0ai57q,i5a3yl,0,1,10,instructions,Welcome,03:34.0,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,393,,0,0,1,1,393,,0,,,1,1,393,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,393,,0,1,1
394,hem5rafp,dju52g,0,9,10,epq,Thank,16:37.6,1,,,0,100,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,394,,0,1,1,1,394,,0,100,1,1,1,394,,0,"As long as the researcher was part of the accounting academic community, I would comply because sharing data etc. is part of the implicit contract we all make when conducting research",,5,1,5,4,8,8,1,3,4,3,4,4,4,4,75,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,3,75,0,1,1,,3,100,0,1,1,394,,0,1,1
395,slfszes3,94n8gs,0,9,10,epq,Thank,35:54.6,1,,,0,50,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,395,,0,1,1,1,395,,0,50,1,1,1,395,,0,It would depend on the quality of the researcher who contacted me,,4,2,5,6,5,4,1,3,1,2,5,2,2,4,20,0,2,1,1,1,0,0,1,0,0,0,0,0,0,,2,3,3,50,0,5,2,2020,3,100,0,1,1,395,,0,1,1
396,ek8kntdt,dhxgp2,0,9,10,epq,Thank,08:59.7,1,,,0,85,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,396,,0,1,1,1,396,,0,85,1,1,1,396,,0,I'm usually open to sharing data/code as long as the individual requesting the information is willing to disclose who they are. If the individual requesting the information chooses to remain anonymous then I am reluctant to share such information.,,5,1,2,5,9,6,1,2,4,2,2,2,3,5,25,0,3,1,1,1,0,0,1,1,0,0,0,0,0,,2,4,3,50,0,4,1,,4,80,0,1,1,396,,0,1,1
397,dyoe2wu8,njv1tz,0,4,10,epq,Checks,16:09.3,1,,,0,90,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,397,,0,1,1,1,397,,0,90,1,1,1,397,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,397,,0,1,1
398,wsh4inzp,lsc4nr,0,9,10,epq,Thank,19:18.1,1,,,0,96,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,398,,0,1,1,1,398,,0,96,1,1,1,398,,0,Research is meant to expand knowledge. We need to be open to scrutiny or science won’t progress in this regard. ,,5,1,5,8,10,4,1,3,1,3,3,3,3,5,81,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,80,0,5,2,2017,5,90,0,1,1,398,,0,1,1
399,dd17hxp4,lks633,0,8,10,epq,Demographics,21:13.8,1,,,0,90,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,399,,0,1,1,1,399,,0,90,1,1,1,399,,0,Depends if data are proprietary and useful for follow-on work by the same author team,,,,,,,,,,2,2,2,2,2,3,25,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,34,0,3,1,,3,21,0,1,1,399,,0,1,1
400,7zeduqtm,6qvxrr,0,9,10,epq,Thank,31:11.3,1,,,0,21,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,400,,0,1,1,1,400,,0,21,1,1,1,400,,0,My code and research design are my expertise and my ability to produce research. Giving it to someone that I do not know and that may use it in ways I do not know about seems risky. ,,5,2,5,3,8,10,0,3,2,2,4,4,4,2,26,0,3,1,0,1,0,0,1,0,0,0,0,0,0,,1,4,3,55,0,1,1,,3,59,0,1,1,400,,0,1,1
401,l56tpacb,61wval,0,9,10,epq,Thank,18:01.8,1,,,0,75,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,401,,0,1,1,1,401,,0,75,1,1,1,401,,0,"I am all for providing an audit trail on research. But sometimes these requests are just thinly veiled ways to use someone else's effort to extract a second article out of the same data without extending coauthorship credit. This has happened to me. Collecting data takes time, and those rights need to be respected.",,5,1,5,5,8,8,1,3,1,3,4,4,4,4,75,0,4,0,0,0,0,0,0,0,0,0,0,0,1,These questions can only be evaluated on a case-by-case basis.,2,4,3,75,0,4,1,,3,80,0,1,1,401,,0,1,1
402,ms64y4t6,mli13o,0,9,10,epq,Thank,20:01.8,1,,,0,80,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,402,,0,1,1,1,402,,0,80,1,1,1,402,,0,"As a general rule, I would comply with these request. However, I can imagine some instances (requests from academics from not very well known institutions) where I would be more hesistant, fearing that it might be a scam of some sorts. ",,4,1,3,4,8,7,1,3,1,3,4,5,4,5,30,0,3,1,0,0,1,0,1,0,0,0,0,0,0,,2,4,2,75,0,1,1,,4,90,0,1,1,402,,0,1,1
403,h2r4xfzc,kggqac,0,6,10,epq,Science_one,48:39.7,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,403,,0,1,1,1,403,,0,100,1,1,1,403,,0,"As long as it is feasible, I would help out.",,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,403,,0,1,1
404,ysqjoa7u,ukbpuf,0,9,10,epq,Thank,22:19.4,1,,,0,85,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,404,,0,1,1,1,404,,0,85,1,1,1,404,,0,"It would depend if I had additional work I was planning to do. If I had created the database, I would want to ensure I received the benefits from my collection labor. I understand the need to provide data, but faculty have different time. Faculty who don't have to teach as much could get to a planned project faster than I could. I might ask the faculty what they needed it for and share it with them to accomplish their objective. ",,5,2,4,8,10,8,1,3,4,2,4,3,4,5,50,0,4,1,1,1,0,1,1,0,1,0,0,0,0,,2,4,3,75,0,1,1,,3,95,0,1,1,404,,0,1,1
405,tfy5qazl,buhkk8,0,7,10,epq,Science_two,58:58.8,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,405,,0,1,1,1,405,,0,100,1,1,1,405,,0,I support research replicability and even if it does not replicate in other settings we need to know. That is the premise of scienece,,,,,,,,,,,,,,,5,50,0,3,1,0,0,0,0,1,0,0,0,0,0,0,,2,5,3,50,0,,,,,85,0,1,1,405,,0,1,1
406,vmtgp66b,4rqj1h,0,9,10,epq,Thank,27:38.3,1,,,0,20,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,406,,0,1,1,1,406,,0,20,1,1,1,406,,0,I mainly do qualitative research. It is not possible to share the data with others with this type of research (agreements with the participants).,,5,2,2,5,8,8,1,2,1,4,4,4,4,4,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,50,0,1,1,,5,60,0,1,1,406,,0,1,1
407,q4kkngtl,a9cmoy,0,9,10,epq,Thank,06:54.1,1,,,0,95,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,407,,0,1,1,1,407,,0,95,1,1,1,407,,0,Move the literature forward and increase the visibility of my own work. ,,5,1,3,5,10,3,1,2,2,2,2,2,2,4,5,0,3,0,1,0,0,0,0,0,1,0,0,1,0,,2,4,1,60,0,4,1,,3,75,0,1,1,407,,0,1,1
408,e9lgysbk,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,408,,0,0,1,1,408,,0,,,1,1,408,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,408,,0,1,1
409,fy3zrdwq,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,409,,0,0,1,1,409,,0,,,1,1,409,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,409,,0,1,1
410,csieqdyk,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,410,,0,0,1,1,410,,0,,,1,1,410,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,410,,0,1,1
411,ppycz1xv,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,411,,0,0,1,1,411,,0,,,1,1,411,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,411,,0,1,1
412,o1noador,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,412,,0,0,1,1,412,,0,,,1,1,412,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,412,,0,1,1
413,pf89qwos,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,413,,0,0,1,1,413,,0,,,1,1,413,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,413,,0,1,1
414,lq7dsw0h,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,414,,0,0,1,1,414,,0,,,1,1,414,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,414,,0,1,1
415,esm7ukyl,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,415,,0,0,1,1,415,,0,,,1,1,415,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,415,,0,1,1
416,83cjlr2c,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,416,,0,0,1,1,416,,0,,,1,1,416,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,416,,0,1,1
417,7b78mby6,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,417,,0,0,1,1,417,,0,,,1,1,417,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,417,,0,1,1
418,2hag873e,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,418,,0,0,1,1,418,,0,,,1,1,418,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,418,,0,1,1
419,q8tsy3va,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,419,,0,0,1,1,419,,0,,,1,1,419,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,419,,0,1,1
420,o5zi5t9k,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,420,,0,0,1,1,420,,0,,,1,1,420,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,420,,0,1,1
421,3bbgjh7g,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,421,,0,0,1,1,421,,0,,,1,1,421,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,421,,0,1,1
422,hurpejwj,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,422,,0,0,1,1,422,,0,,,1,1,422,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,422,,0,1,1
423,3tpuptpr,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,423,,0,0,1,1,423,,0,,,1,1,423,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,423,,0,1,1
424,mb3iairj,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,424,,0,0,1,1,424,,0,,,1,1,424,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,424,,0,1,1
425,2dle03vc,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,425,,0,0,1,1,425,,0,,,1,1,425,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,425,,0,1,1
426,fbwhdovf,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,426,,0,0,1,1,426,,0,,,1,1,426,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,426,,0,1,1
427,kfg2oyfl,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,427,,0,0,1,1,427,,0,,,1,1,427,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,427,,0,1,1
428,o29ofm9l,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,428,,0,0,1,1,428,,0,,,1,1,428,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,428,,0,1,1
429,45v7vppn,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,429,,0,0,1,1,429,,0,,,1,1,429,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,429,,0,1,1
430,5tflyevg,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,430,,0,0,1,1,430,,0,,,1,1,430,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,430,,0,1,1
431,f32n1w5d,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,431,,0,0,1,1,431,,0,,,1,1,431,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,431,,0,1,1
432,piiavtel,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,432,,0,0,1,1,432,,0,,,1,1,432,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,432,,0,1,1
433,c1w5h4iv,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,433,,0,0,1,1,433,,0,,,1,1,433,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,433,,0,1,1
434,5rpp30xe,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,434,,0,0,1,1,434,,0,,,1,1,434,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,434,,0,1,1
435,u2lks841,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,435,,0,0,1,1,435,,0,,,1,1,435,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,435,,0,1,1
436,7m3zuo20,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,436,,0,0,1,1,436,,0,,,1,1,436,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,436,,0,1,1
437,h4acipzj,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,437,,0,0,1,1,437,,0,,,1,1,437,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,437,,0,1,1
438,b490os98,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,438,,0,0,1,1,438,,0,,,1,1,438,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,438,,0,1,1
439,4d4kdpjs,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,439,,0,0,1,1,439,,0,,,1,1,439,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,439,,0,1,1
440,bajoi7jh,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,440,,0,0,1,1,440,,0,,,1,1,440,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,440,,0,1,1
441,69z16f2h,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,441,,0,0,1,1,441,,0,,,1,1,441,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,441,,0,1,1
